prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.038360,89,93.534752,12,162.608236,288
code_cpp,2.131129,190,93.029541,18,217.714721,751
explain_concept,1.715446,151,93.427644,20,219.794712,811
summarize,2.165339,192,93.040115,28,294.284573,906
qa_factual,2.156923,192,93.305432,31,339.644141,655
stepwise_math,2.205230,192,92.988836,40,300.722486,651
