prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.094419,89,89.382916,12,142.792546,288
code_cpp,2.123509,190,93.342104,18,216.606498,751
explain_concept,1.712167,151,93.572905,20,220.288578,811
summarize,1.936067,192,104.711985,28,293.074033,906
qa_factual,2.161641,192,93.183211,31,334.588941,655
stepwise_math,2.195728,192,93.369183,40,303.981396,651
