timestamp,power1_average_uw,temp1_input_mc,freq1_input_hz,gpu_busy_percent
2026-07-10T01:48:23.860906081+02:00,158077000,89000,2900000000,100
2026-07-10T01:48:24.890475834+02:00,150007000,86000,2900000000,98
2026-07-10T01:48:25.919563644+02:00,147058000,85000,2900000000,97
2026-07-10T01:48:26.947307574+02:00,146005000,84000,2900000000,97
2026-07-10T01:48:27.973815036+02:00,146002000,85000,2900000000,97
2026-07-10T01:48:29.001777916+02:00,146039000,85000,2900000000,97
2026-07-10T01:48:30.027953910+02:00,146005000,85000,2900000000,97
2026-07-10T01:48:31.058608807+02:00,145080000,85000,2900000000,97
2026-07-10T01:48:32.090276667+02:00,145064000,86000,2900000000,97
2026-07-10T01:48:33.119186812+02:00,145013000,86000,2900000000,97
2026-07-10T01:48:34.150297081+02:00,145081000,86000,2900000000,98
2026-07-10T01:48:35.182537832+02:00,145079000,84000,2900000000,97
2026-07-10T01:48:36.212516017+02:00,146000000,85000,2900000000,97
