np,rep,phase,requests,total_tokens,batch_wall_s,aggregate_tps,mean_request_tps,mean_ttft_s,p95_ttft_s,mean_itl_s,p95_itl_s,errors
4,0,measure,4,512,3.6874567410013697,138.84908650100144,36.8231187988398,0.21036200824983098,0.21042536675067822,0.027370685860230476,0.02737196105275455,0
4,1,measure,4,512,3.6745498450000014,139.33679541636477,36.87688861904367,0.20246939924982144,0.20279489014956198,0.027330776935032622,0.02733173702637698,0
4,2,measure,4,512,3.6915707890002523,138.6943470041541,36.74040322956037,0.20666896750026353,0.20686540015030913,0.027432306901580772,0.027433311343315656,0
4,3,measure,4,512,3.6866631880002387,138.87897371978934,36.7855802620557,0.2060649047498373,0.20624352964932768,0.027398616779521937,0.027399657585050675,0
4,4,measure,4,512,3.6993512669978372,138.4026449630741,36.653906100904436,0.20613657999911084,0.20678934329916954,0.027497042561025604,0.02749749710629966,0
