np,rep,request,phase,prompt_tokens,tokens,ttft_s,wall_s,itl_s,request_tps,stop,error
8,-1,0,warmup,24,128,0.5373523669986753,6.278236741000001,0.045203813968514375,22.29621634249804,True,
8,-1,1,warmup,24,128,0.5363689660007367,6.277729820001696,0.04520756577953511,22.29436596217448,True,
8,-1,2,warmup,24,128,0.45143488500252715,6.238595478000207,0.04556819364565102,22.117927771846666,True,
8,-1,3,warmup,24,128,0.5383999829973618,6.278249715996935,0.04519566718897302,22.300235364020377,True,
8,-1,4,warmup,24,128,0.5387628619973839,6.278257299996767,0.045192869590546324,22.301615827441587,True,
8,-1,5,warmup,24,128,0.5363742970002932,6.277030814999307,0.04520201982676389,22.29710131562029,True,
8,-1,6,warmup,24,128,0.5366801939999277,6.2768936270003906,0.04519853096850758,22.298822420805564,True,
8,-1,7,warmup,24,128,0.5342616999987513,6.275623284996982,0.04520757153541914,22.29436312362818,True,
8,0,0,measure,24,128,0.22810744299931685,5.635295867999957,0.042576286811028666,23.672191523450532,True,
8,0,1,measure,24,128,0.2290179409974371,5.635575783999229,0.04257132159843931,23.674952477514363,True,
8,0,2,measure,24,128,0.22840849100248306,5.635165733001486,0.042572891669283484,23.674079354943526,True,
8,0,3,measure,24,128,0.2293843180013937,5.6355218600001535,0.04256801214172252,23.676793090372573,True,
8,0,4,measure,24,128,0.22961640100038494,5.635438206001709,0.04256552602363247,23.67817597716184,True,
8,0,5,measure,24,128,0.23013049400105956,5.6354954870002985,0.04256192907873416,23.680177039992536,True,
8,0,6,measure,24,128,0.23107928700119373,5.6358501600007,0.04255725096850005,23.682780085913862,True,
8,0,7,measure,24,128,0.2304292480002914,5.635364521996962,0.042558545464540715,23.682059730819052,True,
8,1,0,measure,24,128,0.2254400429992529,5.608627369001624,0.04238730177954623,23.77773468549432,True,
8,1,1,measure,24,128,0.22720905900132493,5.608689489999961,0.04237386166140658,23.78527649430608,True,
8,1,2,measure,24,128,0.22801985300247907,5.608637479002937,0.04236706792126345,23.789090564895886,True,
8,1,3,measure,24,128,0.22927794000133872,5.608729619001679,0.04235788723622315,23.7942466329182,True,
8,1,4,measure,24,128,0.2302120450003713,5.60869757600085,0.04235027977165731,23.798520840529264,True,
8,1,5,measure,24,128,0.22937498000101186,5.6083089070016285,0.042353810448823755,23.796536960136066,True,
8,1,6,measure,24,128,0.23101924100046745,5.608803222003189,0.042344755755926944,23.8016254375717,True,
8,1,7,measure,24,128,0.22919284399904427,5.60712230900026,0.04234590129922217,23.80098155489123,True,
8,2,0,measure,24,128,0.268066643999191,6.025211534000846,0.045331849527572084,22.233242769744365,True,
8,2,1,measure,24,128,0.26628652599902125,6.024807323999994,0.045342683448826554,22.2279304859738,True,
8,2,2,measure,24,128,0.26864515300258063,6.024915595000493,0.04532496411021979,22.23662027171419,True,
8,2,3,measure,24,128,0.35850429800120764,6.059644158001902,0.044890865039375547,22.451650572204066,True,
8,2,4,measure,24,128,0.359321304000332,6.059987238000758,0.04488713333858603,22.453517094655705,True,
8,2,5,measure,24,128,0.35852593000163324,6.059533832001762,0.044889826000001014,22.4521702478421,True,
8,2,6,measure,24,128,0.359675256000628,6.059702732000005,0.044882106110231315,22.45603210492559,True,
8,2,7,measure,24,128,0.3597917929982941,6.059763550998468,0.04488166738582815,22.456251615693724,True,
8,3,0,measure,24,128,0.23374096100087627,5.594004534003034,0.042206799787418564,23.879422766576795,True,
8,3,1,measure,24,128,0.23308597200229997,5.593001174001984,0.04220405670865893,23.880974824423642,True,
8,3,2,measure,24,128,0.23366879999957746,5.59327715299878,0.042201640574796875,23.882342061126913,True,
8,3,3,measure,24,128,0.23278573500283528,5.592739553001593,0.04220436077164376,23.88080277299689,True,
8,3,4,measure,24,128,0.2322176160014351,5.592558088999795,0.04220740529919968,23.879080189919716,True,
8,3,5,measure,24,128,0.2327215500008606,5.592617435002467,0.04220390460631186,23.881060891159763,True,
8,3,6,measure,24,128,0.23329417900094995,5.592634778000502,0.04219953227558702,23.883535228922423,True,
8,3,7,measure,24,128,0.23355805500250426,5.5926139680013875,0.04219729065353452,23.88480398003018,True,
8,4,0,measure,24,128,0.264004421998834,5.992254813998443,0.04510433379527251,22.345391915613863,True,
8,4,1,measure,24,128,0.3658781970007112,6.028566041000886,0.04458809325984389,22.604106658575695,True,
8,4,2,measure,24,128,0.365400172999216,6.028099538998504,0.04458818398424636,22.60406066558189,True,
8,4,3,measure,24,128,0.26397643699965556,5.9918134010004,0.04510107845669877,22.347004777628193,True,
8,4,4,measure,24,128,0.3655448659992544,6.028227188999153,0.04458804978740078,22.60412869712068,True,
8,4,5,measure,24,128,0.3655234539983212,6.028122995001468,0.044587397960654696,22.60445914869064,True,
8,4,6,measure,24,128,0.36550397599785356,6.028052517998731,0.044586996393707695,22.604662732793255,True,
8,4,7,measure,24,128,0.36558541499834973,6.0280383190001885,0.044586243338597155,22.605044522231392,True,
