prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.022144,97,111.364456,12,87.191560,289
code_cpp,1.789036,192,116.223323,18,166.266396,702
explain_concept,2.482836,192,81.940837,20,179.184174,743
summarize,2.310318,192,88.859351,28,232.313092,759
qa_factual,2.252673,192,91.312518,31,256.234347,787
stepwise_math,2.084856,192,101.741313,40,239.835473,559
