prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.061734,97,107.631280,12,82.529246,289
code_cpp,1.783167,192,116.517510,18,168.432084,702
explain_concept,2.480138,192,82.045777,20,178.906879,743
summarize,2.349002,192,87.279710,28,232.141673,759
qa_factual,2.258230,192,91.097800,31,253.508227,787
stepwise_math,2.108752,192,100.539088,40,235.888000,559
