epoch_ms,gpu_temp_c,cpu_tctl_c,gpu_ppt_w,gpu_busy_percent,sclk_active_mhz,mclk_active_mhz
1779811218965,56.000,78.875,50.038,10,2900,1000
1779811219477,56.000,81.000,47.030,7,2900,1000
1779811219985,56.000,79.750,44.005,4,2900,1000
1779811220493,58.000,77.250,48.060,9,2900,1000
1779811221003,59.000,75.750,57.062,29,2900,1000
1779811221514,59.000,74.625,63.065,39,2900,1000
1779811222028,58.000,75.000,67.067,43,2900,1000
1779811222537,58.000,77.750,71.063,47,2900,1000
1779811223047,59.000,75.750,78.023,66,2900,1000
1779811223557,59.000,74.125,85.046,77,2900,1000
1779811224071,60.000,72.375,96.094,86,2900,1000
1779811224583,62.000,70.875,87.023,88,2900,1000
1779811225095,65.000,69.875,98.048,90,2900,1000
1779811225609,60.000,69.125,105.089,91,2900,1000
1779811226118,66.000,68.375,110.096,92,2900,1000
1779811226631,65.000,68.000,114.059,94,2900,1000
1779811227144,65.000,67.625,116.073,95,2900,1000
1779811227656,67.000,67.375,116.044,93,2900,1000
1779811228169,67.000,67.250,117.083,95,2900,1000
1779811228681,66.000,67.125,118.071,96,2900,1000
1779811229193,67.000,67.000,119.026,96,2900,1000
1779811229707,65.000,67.000,119.054,97,2900,1000
1779811230222,67.000,67.000,118.024,94,2900,1000
1779811230734,67.000,67.125,118.091,95,2900,1000
1779811231248,66.000,67.125,119.031,96,2900,1000
1779811231761,68.000,67.250,119.061,96,2900,1000
1779811232272,67.000,67.250,117.094,94,2900,1000
1779811232783,67.000,67.250,118.038,94,2900,1000
1779811233296,68.000,67.375,118.099,95,2900,1000
1779811233810,66.000,67.375,119.034,96,2900,1000
1779811234325,68.000,67.375,119.065,96,2900,1000
1779811234839,67.000,67.750,118.087,94,2900,1000
1779811235351,67.000,67.625,119.021,95,2900,1000
1779811235863,68.000,67.625,119.059,96,2900,1000
1779811236375,66.000,67.625,119.071,96,2900,1000
