# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T20:00:53Z	42000	16002000	2405	2500	manual
2	2026-07-18T20:00:55Z	42000	19062000	2487	2500	manual
4	2026-07-18T20:00:57Z	42000	20057000	2498	2500	manual
6	2026-07-18T20:00:59Z	42000	21040000	2500	2500	manual
8	2026-07-18T20:01:01Z	43000	21053000	2500	2500	manual
10	2026-07-18T20:01:03Z	42000	21056000	2500	2500	manual
12	2026-07-18T20:01:05Z	42000	21045000	2500	2500	manual
14	2026-07-18T20:01:07Z	42000	21058000	2500	2500	manual
16	2026-07-18T20:01:09Z	42000	21084000	2500	2500	manual
18	2026-07-18T20:01:11Z	42000	21052000	2500	2500	manual
20	2026-07-18T20:01:13Z	42000	21051000	2500	2500	manual
22	2026-07-18T20:01:15Z	43000	21038000	2500	2500	manual
24	2026-07-18T20:01:17Z	42000	21046000	2500	2500	manual
26	2026-07-18T20:01:19Z	42000	21055000	2500	2500	manual
28	2026-07-18T20:01:21Z	42000	21054000	2500	2500	manual
30	2026-07-18T20:01:23Z	42000	21035000	2500	2500	manual
32	2026-07-18T20:01:25Z	42000	21064000	2500	2500	manual
34	2026-07-18T20:01:27Z	42000	21051000	2500	2500	manual
36	2026-07-18T20:01:29Z	42000	21075000	2500	2500	manual
38	2026-07-18T20:01:31Z	41000	20088000	2500	2500	manual
40	2026-07-18T20:01:33Z	61000	90017000	2500	2500	manual
42	2026-07-18T20:01:35Z	63000	102086000	2500	2500	manual
44	2026-07-18T20:01:37Z	63000	104059000	2500	2500	manual
46	2026-07-18T20:01:39Z	66000	105037000	2500	2500	manual
48	2026-07-18T20:01:41Z	65000	105057000	2500	2500	manual
50	2026-07-18T20:01:43Z	65000	105028000	2500	2500	manual
52	2026-07-18T20:01:45Z	66000	105057000	2500	2500	manual
54	2026-07-18T20:01:47Z	67000	105011000	2500	2500	manual
56	2026-07-18T20:01:49Z	67000	105082000	2500	2500	manual
58	2026-07-18T20:01:51Z	67000	105018000	2500	2500	manual
60	2026-07-18T20:01:53Z	67000	105055000	2500	2500	manual
62	2026-07-18T20:01:55Z	67000	105006000	2500	2500	manual
64	2026-07-18T20:01:57Z	67000	105076000	2500	2500	manual
66	2026-07-18T20:01:59Z	67000	104086000	2500	2500	manual
68	2026-07-18T20:02:01Z	68000	105046000	2500	2500	manual
70	2026-07-18T20:02:03Z	68000	106055000	2500	2500	manual
72	2026-07-18T20:02:05Z	68000	105026000	2500	2500	manual
74	2026-07-18T20:02:07Z	69000	105045000	2500	2500	manual
76	2026-07-18T20:02:09Z	69000	105093000	2500	2500	manual
78	2026-07-18T20:02:11Z	68000	104091000	2500	2500	manual
80	2026-07-18T20:02:13Z	69000	105016000	2500	2500	manual
82	2026-07-18T20:02:15Z	69000	104075000	2500	2500	manual
84	2026-07-18T20:02:17Z	69000	105014000	2500	2500	manual
86	2026-07-18T20:02:19Z	69000	104096000	2500	2500	manual
88	2026-07-18T20:02:21Z	69000	105022000	2500	2500	manual
90	2026-07-18T20:02:23Z	69000	105035000	2500	2500	manual
92	2026-07-18T20:02:25Z	69000	105034000	2500	2500	manual
94	2026-07-18T20:02:27Z	69000	105064000	2500	2500	manual
96	2026-07-18T20:02:29Z	69000	105059000	2500	2500	manual
98	2026-07-18T20:02:31Z	69000	105054000	2500	2500	manual
100	2026-07-18T20:02:33Z	69000	105047000	2500	2500	manual
102	2026-07-18T20:02:36Z	69000	105041000	2500	2500	manual
105	2026-07-18T20:02:38Z	70000	105087000	2500	2500	manual
107	2026-07-18T20:02:40Z	70000	105041000	2500	2500	manual
109	2026-07-18T20:02:42Z	70000	105061000	2500	2500	manual
111	2026-07-18T20:02:44Z	69000	105048000	2500	2500	manual
113	2026-07-18T20:02:46Z	70000	105020000	2500	2500	manual
115	2026-07-18T20:02:48Z	69000	105037000	2500	2500	manual
117	2026-07-18T20:02:50Z	70000	105038000	2500	2500	manual
119	2026-07-18T20:02:52Z	71000	105057000	2500	2500	manual
121	2026-07-18T20:02:54Z	70000	105062000	2500	2500	manual
123	2026-07-18T20:02:56Z	71000	106049000	2500	2500	manual
125	2026-07-18T20:02:58Z	70000	106074000	2500	2500	manual
127	2026-07-18T20:03:00Z	70000	106003000	2500	2500	manual
129	2026-07-18T20:03:02Z	70000	105093000	2500	2500	manual
