prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,4.470438,512,116.745341,12,164.086857,1603
code_cpp,4.517260,512,116.466577,18,173.350283,1953
explain_concept,5.619145,512,93.207266,20,183.642925,2096
summarize,5.381460,512,97.582285,28,238.671622,2181
qa_factual,5.401986,512,97.340901,31,259.520640,1896
stepwise_math,4.822708,512,110.697940,40,241.788266,1334
