# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:54:21Z	41000	13000000	2600	2600	manual
1	2026-07-18T18:54:22Z	42000	17035000	2600	2600	manual
2	2026-07-18T18:54:23Z	41000	19015000	2600	2600	manual
3	2026-07-18T18:54:24Z	41000	20005000	2600	2600	manual
4	2026-07-18T18:54:25Z	42000	20067000	2600	2600	manual
5	2026-07-18T18:54:26Z	42000	21031000	2600	2600	manual
6	2026-07-18T18:54:27Z	42000	21054000	2600	2600	manual
7	2026-07-18T18:54:28Z	42000	21064000	2600	2600	manual
8	2026-07-18T18:54:29Z	42000	21063000	2600	2600	manual
9	2026-07-18T18:54:30Z	42000	21065000	2600	2600	manual
10	2026-07-18T18:54:31Z	42000	21080000	2600	2600	manual
11	2026-07-18T18:54:32Z	42000	21088000	2600	2600	manual
12	2026-07-18T18:54:33Z	42000	21079000	2600	2600	manual
13	2026-07-18T18:54:34Z	42000	21080000	2600	2600	manual
14	2026-07-18T18:54:35Z	42000	21084000	2600	2600	manual
15	2026-07-18T18:54:36Z	42000	21063000	2600	2600	manual
16	2026-07-18T18:54:37Z	42000	21065000	2600	2600	manual
17	2026-07-18T18:54:38Z	42000	21065000	2600	2600	manual
18	2026-07-18T18:54:39Z	42000	21076000	2600	2600	manual
19	2026-07-18T18:54:40Z	43000	21075000	2600	2600	manual
20	2026-07-18T18:54:41Z	42000	21075000	2600	2600	manual
21	2026-07-18T18:54:42Z	42000	21078000	2600	2600	manual
22	2026-07-18T18:54:43Z	42000	21085000	2600	2600	manual
23	2026-07-18T18:54:44Z	42000	21098000	2600	2600	manual
24	2026-07-18T18:54:45Z	42000	21098000	2600	2600	manual
25	2026-07-18T18:54:46Z	42000	21087000	2600	2600	manual
26	2026-07-18T18:54:47Z	42000	21074000	2600	2600	manual
27	2026-07-18T18:54:48Z	42000	21093000	2600	2600	manual
28	2026-07-18T18:54:49Z	42000	21097000	2600	2600	manual
29	2026-07-18T18:54:50Z	42000	22014000	2600	2600	manual
30	2026-07-18T18:54:51Z	42000	21066000	2600	2600	manual
31	2026-07-18T18:54:52Z	42000	21079000	2600	2600	manual
32	2026-07-18T18:54:53Z	42000	21089000	2600	2600	manual
33	2026-07-18T18:54:54Z	42000	21053000	2600	2600	manual
34	2026-07-18T18:54:55Z	42000	21068000	2600	2600	manual
35	2026-07-18T18:54:56Z	42000	21069000	2600	2600	manual
36	2026-07-18T18:54:57Z	42000	21082000	2600	2600	manual
37	2026-07-18T18:54:58Z	42000	21068000	2600	2600	manual
38	2026-07-18T18:54:59Z	42000	21090000	2600	2600	manual
39	2026-07-18T18:55:00Z	59000	45085000	2600	2600	manual
40	2026-07-18T18:55:01Z	63000	90049000	2600	2600	manual
41	2026-07-18T18:55:02Z	63000	106035000	2600	2600	manual
42	2026-07-18T18:55:03Z	64000	111099000	2600	2600	manual
43	2026-07-18T18:55:04Z	65000	112080000	2600	2600	manual
44	2026-07-18T18:55:05Z	65000	114064000	2600	2600	manual
45	2026-07-18T18:55:06Z	66000	115018000	2600	2600	manual
46	2026-07-18T18:55:07Z	66000	115092000	2600	2600	manual
47	2026-07-18T18:55:08Z	67000	115065000	2600	2600	manual
48	2026-07-18T18:55:09Z	67000	116092000	2600	2600	manual
49	2026-07-18T18:55:10Z	69000	116022000	2600	2600	manual
50	2026-07-18T18:55:11Z	68000	116006000	2600	2600	manual
51	2026-07-18T18:55:12Z	69000	116015000	2600	2600	manual
52	2026-07-18T18:55:13Z	68000	116036000	2600	2600	manual
53	2026-07-18T18:55:14Z	69000	116000000	2600	2600	manual
54	2026-07-18T18:55:15Z	69000	115041000	2600	2600	manual
55	2026-07-18T18:55:16Z	70000	116048000	2600	2600	manual
56	2026-07-18T18:55:17Z	69000	116034000	2600	2600	manual
57	2026-07-18T18:55:18Z	70000	116036000	2600	2600	manual
58	2026-07-18T18:55:19Z	70000	116027000	2600	2600	manual
59	2026-07-18T18:55:20Z	70000	117007000	2600	2600	manual
60	2026-07-18T18:55:21Z	70000	116086000	2600	2600	manual
61	2026-07-18T18:55:22Z	70000	116090000	2600	2600	manual
62	2026-07-18T18:55:23Z	70000	117002000	2600	2600	manual
63	2026-07-18T18:55:24Z	70000	117088000	2600	2600	manual
64	2026-07-18T18:55:26Z	70000	117040000	2600	2600	manual
66	2026-07-18T18:55:27Z	70000	118036000	2600	2600	manual
67	2026-07-18T18:55:28Z	71000	117085000	2600	2600	manual
68	2026-07-18T18:55:29Z	71000	118042000	2600	2600	manual
69	2026-07-18T18:55:30Z	71000	117096000	2600	2600	manual
70	2026-07-18T18:55:31Z	71000	118004000	2600	2600	manual
71	2026-07-18T18:55:32Z	71000	118055000	2600	2600	manual
72	2026-07-18T18:55:33Z	72000	117087000	2600	2600	manual
73	2026-07-18T18:55:34Z	72000	117063000	2600	2600	manual
74	2026-07-18T18:55:35Z	72000	117025000	2600	2600	manual
75	2026-07-18T18:55:36Z	72000	119009000	2600	2600	manual
76	2026-07-18T18:55:37Z	73000	118011000	2600	2600	manual
77	2026-07-18T18:55:38Z	72000	118007000	2600	2600	manual
78	2026-07-18T18:55:39Z	72000	117036000	2600	2600	manual
79	2026-07-18T18:55:40Z	72000	118022000	2600	2600	manual
80	2026-07-18T18:55:41Z	73000	117076000	2600	2600	manual
81	2026-07-18T18:55:42Z	73000	118061000	2600	2600	manual
82	2026-07-18T18:55:43Z	64000	90049000	2600	2600	manual
83	2026-07-18T18:55:44Z	64000	86084000	2600	2600	manual
84	2026-07-18T18:55:45Z	63000	86000000	2600	2600	manual
85	2026-07-18T18:55:46Z	63000	85044000	2600	2600	manual
86	2026-07-18T18:55:47Z	63000	84099000	2600	2600	manual
87	2026-07-18T18:55:48Z	62000	84081000	2600	2600	manual
88	2026-07-18T18:55:49Z	62000	84080000	2600	2600	manual
89	2026-07-18T18:55:50Z	62000	84065000	2600	2600	manual
90	2026-07-18T18:55:51Z	62000	85004000	2600	2600	manual
91	2026-07-18T18:55:52Z	62000	84093000	2600	2600	manual
92	2026-07-18T18:55:53Z	61000	84077000	2600	2600	manual
93	2026-07-18T18:55:54Z	62000	84059000	2600	2600	manual
94	2026-07-18T18:55:55Z	61000	84065000	2600	2600	manual
95	2026-07-18T18:55:56Z	61000	84067000	2600	2600	manual
96	2026-07-18T18:55:57Z	61000	84065000	2600	2600	manual
97	2026-07-18T18:55:58Z	61000	84079000	2600	2600	manual
98	2026-07-18T18:55:59Z	61000	84074000	2600	2600	manual
99	2026-07-18T18:56:00Z	62000	84099000	2600	2600	manual
