unix_s,temp_edge_mC,ppt_uW,sclk_Hz,gpu_busy_pct
1783910621,49000,19040000,2595000000,0
1783910622,49000,29022000,2788000000,1
1783910623,50000,33036000,2859000000,2
1783910624,50000,33000000,2885000000,5
1783910625,49000,33032000,2894000000,6
1783910626,49000,32071000,2898000000,6
1783910627,49000,32055000,2899000000,6
1783910628,50000,32033000,2900000000,7
1783910629,49000,32060000,2900000000,7
1783910630,50000,32051000,2900000000,7
1783910631,49000,31009000,2900000000,7
1783910632,50000,30060000,2900000000,7
1783910633,49000,30047000,2900000000,7
1783910634,50000,30012000,2900000000,7
1783910635,49000,30040000,2900000000,7
1783910636,49000,30016000,2900000000,7
1783910637,49000,31003000,2900000000,7
1783910638,50000,31095000,2900000000,7
1783910639,49000,32034000,2900000000,7
1783910640,50000,32065000,2900000000,7
1783910641,49000,32055000,2900000000,7
1783910642,49000,33023000,2900000000,7
1783910643,49000,38020000,2900000000,7
1783910644,49000,35013000,2900000000,7
1783910645,50000,33017000,2900000000,6
1783910646,50000,32055000,2900000000,6
1783910647,49000,32056000,2900000000,7
1783910648,49000,32074000,2900000000,7
1783910649,49000,32078000,2900000000,7
1783910650,49000,32079000,2900000000,7
1783910651,49000,32068000,2900000000,7
1783910652,49000,32050000,2900000000,7
1783910653,49000,32035000,2900000000,7
1783910654,49000,32067000,2900000000,7
1783910655,49000,32080000,2900000000,7
1783910656,49000,33022000,2900000000,7
1783910657,49000,32091000,2900000000,7
1783910658,50000,32046000,2900000000,7
1783910659,59000,65031000,2900000000,37
1783910660,65000,108097000,2900000000,77
1783910661,69000,125068000,2900000000,92
1783910662,69000,132008000,2900000000,97
1783910663,70000,134035000,2900000000,99
1783910664,66000,129056000,2900000000,95
1783910665,69000,123049000,2900000000,98
1783910666,68000,121034000,2900000000,99
1783910667,67000,120051000,2900000000,99
1783910668,69000,120017000,2900000000,99
1783910669,69000,120014000,2900000000,99
1783910670,70000,120012000,2900000000,99
1783910671,71000,121009000,2900000000,99
1783910672,73000,132032000,2900000000,100
1783910673,73000,135076000,2900000000,100
1783910674,73000,136091000,2900000000,100
1783910675,74000,137072000,2900000000,100
1783910676,74000,137072000,2900000000,100
1783910677,68000,128096000,2900000000,98
1783910678,69000,111090000,2900000000,98
1783910679,68000,105069000,2900000000,98
1783910681,71000,108053000,2900000000,99
1783910682,72000,115078000,2900000000,99
1783910683,70000,118055000,2900000000,100
1783910684,71000,119041000,2900000000,100
1783910685,71000,119082000,2900000000,100
1783910686,70000,119073000,2900000000,100
1783910687,75000,123076000,2900000000,99
1783910688,75000,134009000,2900000000,100
1783910689,77000,137018000,2900000000,100
1783910690,76000,138090000,2900000000,100
1783910691,76000,139051000,2900000000,100
1783910692,76000,139060000,2900000000,100
1783910693,76000,139084000,2900000000,100
1783910694,75000,139066000,2900000000,100
1783910695,71000,128078000,2900000000,98
1783910696,70000,114040000,2900000000,98
1783910697,71000,109023000,2900000000,98
1783910698,72000,107029000,2900000000,98
1783910699,73000,107061000,2900000000,99
1783910700,74000,114015000,2900000000,99
1783910701,74000,117066000,2900000000,100
1783910702,73000,119024000,2900000000,100
1783910703,73000,119076000,2900000000,100
1783910704,74000,119088000,2900000000,100
1783910705,73000,119093000,2900000000,100
1783910706,77000,127035000,2900000000,100
1783910707,78000,135092000,2900000000,100
1783910708,79000,138080000,2900000000,100
1783910709,78000,141002000,2900000000,100
1783910710,78000,141046000,2900000000,100
1783910711,77000,142003000,2900000000,100
1783910712,79000,142019000,2900000000,100
1783910713,79000,142028000,2900000000,100
1783910714,78000,141096000,2900000000,100
1783910715,80000,142025000,2900000000,100
1783910716,76000,138042000,2900000000,98
1783910717,73000,121093000,2900000000,98
1783910718,75000,116002000,2900000000,99
1783910719,74000,113088000,2900000000,99
1783910720,74000,113013000,2900000000,98
1783910721,75000,112079000,2900000000,99
1783910722,75000,112076000,2900000000,99
1783910723,75000,113057000,2900000000,99
1783910724,76000,115003000,2900000000,99
1783910725,75000,118020000,2900000000,100
1783910726,76000,119029000,2900000000,100
1783910727,76000,119088000,2900000000,100
1783910728,74000,119085000,2900000000,100
1783910729,75000,119098000,2900000000,100
