# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:54:46Z	38000	12060000	2600	2600	manual
1	2026-07-18T18:54:47Z	39000	16094000	2600	2600	manual
2	2026-07-18T18:54:48Z	39000	18082000	2600	2600	manual
3	2026-07-18T18:54:49Z	39000	19050000	2600	2600	manual
4	2026-07-18T18:54:50Z	38000	18087000	2600	2600	manual
5	2026-07-18T18:54:51Z	39000	17090000	2600	2600	manual
6	2026-07-18T18:54:52Z	38000	17039000	2600	2600	manual
7	2026-07-18T18:54:53Z	39000	17062000	2600	2600	manual
8	2026-07-18T18:54:54Z	39000	17045000	2600	2600	manual
9	2026-07-18T18:54:55Z	39000	17032000	2600	2600	manual
10	2026-07-18T18:54:56Z	39000	17036000	2600	2600	manual
11	2026-07-18T18:54:57Z	39000	17043000	2600	2600	manual
12	2026-07-18T18:54:58Z	39000	17052000	2600	2600	manual
13	2026-07-18T18:54:59Z	39000	17063000	2600	2600	manual
14	2026-07-18T18:55:00Z	40000	17053000	2600	2600	manual
15	2026-07-18T18:55:01Z	40000	17050000	2600	2600	manual
16	2026-07-18T18:55:02Z	40000	17058000	2600	2600	manual
17	2026-07-18T18:55:03Z	40000	17066000	2600	2600	manual
18	2026-07-18T18:55:04Z	40000	17067000	2600	2600	manual
19	2026-07-18T18:55:05Z	39000	17056000	2600	2600	manual
20	2026-07-18T18:55:06Z	40000	17070000	2600	2600	manual
21	2026-07-18T18:55:07Z	40000	17066000	2600	2600	manual
22	2026-07-18T18:55:08Z	40000	17066000	2600	2600	manual
23	2026-07-18T18:55:09Z	41000	18036000	2600	2600	manual
24	2026-07-18T18:55:10Z	41000	18088000	2600	2600	manual
25	2026-07-18T18:55:11Z	41000	20064000	2600	2600	manual
26	2026-07-18T18:55:12Z	41000	21027000	2600	2600	manual
27	2026-07-18T18:55:13Z	41000	21067000	2600	2600	manual
28	2026-07-18T18:55:14Z	41000	21069000	2600	2600	manual
29	2026-07-18T18:55:15Z	41000	21052000	2600	2600	manual
30	2026-07-18T18:55:16Z	42000	21057000	2600	2600	manual
31	2026-07-18T18:55:17Z	42000	21060000	2600	2600	manual
32	2026-07-18T18:55:18Z	42000	21067000	2600	2600	manual
33	2026-07-18T18:55:19Z	42000	21084000	2600	2600	manual
34	2026-07-18T18:55:20Z	42000	21094000	2600	2600	manual
35	2026-07-18T18:55:21Z	42000	21096000	2600	2600	manual
36	2026-07-18T18:55:22Z	43000	22005000	2600	2600	manual
37	2026-07-18T18:55:23Z	42000	21091000	2600	2600	manual
38	2026-07-18T18:55:24Z	42000	21087000	2600	2600	manual
39	2026-07-18T18:55:25Z	43000	21080000	2600	2600	manual
40	2026-07-18T18:55:26Z	43000	21072000	2600	2600	manual
41	2026-07-18T18:55:27Z	43000	21083000	2600	2600	manual
42	2026-07-18T18:55:28Z	43000	21097000	2600	2600	manual
43	2026-07-18T18:55:29Z	43000	21089000	2600	2600	manual
44	2026-07-18T18:55:30Z	43000	21088000	2600	2600	manual
45	2026-07-18T18:55:31Z	43000	21078000	2600	2600	manual
46	2026-07-18T18:55:32Z	43000	21090000	2600	2600	manual
47	2026-07-18T18:55:33Z	43000	21092000	2600	2600	manual
48	2026-07-18T18:55:34Z	44000	22001000	2600	2600	manual
49	2026-07-18T18:55:35Z	44000	22069000	2600	2600	manual
50	2026-07-18T18:55:36Z	44000	22019000	2600	2600	manual
52	2026-07-18T18:55:38Z	44000	21093000	2600	2600	manual
53	2026-07-18T18:55:39Z	44000	22008000	2600	2600	manual
54	2026-07-18T18:55:40Z	43000	20074000	2600	2600	manual
55	2026-07-18T18:55:41Z	60000	24007000	2600	2600	manual
56	2026-07-18T18:55:42Z	74000	84063000	2600	2600	manual
57	2026-07-18T18:55:43Z	75000	106055000	2600	2600	manual
58	2026-07-18T18:55:44Z	76000	113074000	2600	2600	manual
59	2026-07-18T18:55:45Z	77000	114089000	2600	2600	manual
