prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.370378,97,74.903880,12,191.754554,289
code_cpp,2.674140,192,74.967114,18,186.958599,703
explain_concept,2.700243,192,74.868045,20,197.343753,765
summarize,2.708862,192,74.888895,28,254.726078,779
qa_factual,2.709070,192,74.849278,31,281.100099,636
stepwise_math,2.751809,192,74.816641,40,260.518432,638
