prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.140480,97,109.407833,12,49.826024,289
code_cpp,1.893721,192,108.411245,18,170.735872,702
explain_concept,2.305538,192,88.134523,20,182.538379,743
summarize,2.117877,192,96.796978,28,238.372934,759
qa_factual,2.118088,192,96.846926,31,261.281459,787
stepwise_math,2.005440,192,105.319513,40,241.962314,559
