prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.053309,97,109.532859,12,77.617153,289
code_cpp,1.914156,192,107.387836,18,165.239184,702
explain_concept,2.317474,192,87.940677,20,172.729471,743
summarize,2.109654,192,97.384466,28,232.471252,759
qa_factual,2.116503,192,97.103730,31,253.090149,787
stepwise_math,2.004055,192,105.603997,40,237.359142,559
