prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.051466,97,109.804525,12,77.270298,289
code_cpp,1.883730,192,109.087500,18,168.318683,702
explain_concept,2.305755,192,88.245230,20,177.279818,743
summarize,2.109793,192,97.317533,28,233.570797,759
qa_factual,2.126768,192,96.586424,31,253.771785,787
stepwise_math,2.004862,192,105.528889,40,237.762653,559
