epoch_ms,gpu_temp_c,cpu_tctl_c,gpu_ppt_w,gpu_busy_percent,sclk_active_mhz,mclk_active_mhz
1779895122679,51.000,57.500,35.019,11,2900,1000
1779895123190,51.000,64.375,36.051,7,2900,1000
1779895123699,51.000,65.875,37.032,5,2900,1000
1779895124207,53.000,64.750,40.061,9,2900,1000
1779895124717,53.000,65.000,49.085,24,2900,1000
1779895125226,54.000,64.750,53.024,32,2900,1000
1779895125738,62.000,64.375,71.057,47,2900,1000
1779895126262,51.000,63.000,58.064,33,2900,1000
1779895126772,61.000,62.750,80.000,53,2900,1000
1779895127285,61.000,62.375,96.009,71,2900,1000
1779895127799,60.000,62.125,104.042,79,2900,1000
1779895128314,61.000,62.000,110.067,86,2900,1000
1779895128827,62.000,62.125,114.049,90,2900,1000
1779895129339,61.000,62.250,114.046,90,2900,1000
1779895129850,62.000,62.500,116.044,92,2900,1000
1779895130365,64.000,62.625,117.086,94,2900,1000
1779895130877,62.000,62.875,118.072,95,2900,1000
1779895131391,64.000,63.000,119.025,96,2900,1000
1779895131905,64.000,63.125,116.074,92,2900,1000
1779895132418,62.000,63.375,117.091,94,2900,1000
1779895132929,64.000,63.500,118.068,95,2900,1000
1779895133438,63.000,63.625,119.024,96,2900,1000
1779895133947,64.000,63.750,116.027,92,2900,1000
1779895134458,62.000,63.750,117.053,94,2900,1000
1779895134969,62.000,63.750,118.056,95,2900,1000
1779895135483,65.000,63.875,119.017,96,2900,1000
1779895135996,63.000,64.000,116.083,93,2900,1000
1779895136511,63.000,64.000,117.063,94,2900,1000
1779895137024,63.000,64.125,118.052,95,2900,1000
1779895137536,63.000,64.125,118.099,96,2900,1000
1779895138050,55.000,64.125,114.034,90,2900,1000
