epoch_ms,gpu_temp_c,cpu_tctl_c,gpu_ppt_w,gpu_busy_percent,sclk_active_mhz,mclk_active_mhz
1779895522399,57.000,60.000,24.009,0,2900,1000
1779895522909,57.000,67.625,32.085,0,2900,1000
1779895523418,57.000,70.875,35.086,1,2900,1000
1779895523926,57.000,71.125,41.094,1,2900,1000
1779895524436,59.000,70.750,51.074,20,2900,1000
1779895524946,59.000,70.250,56.023,30,2900,1000
1779895525460,69.000,69.875,67.010,40,2900,1000
1779895526003,63.000,68.875,68.053,39,2900,1000
1779895526517,68.000,68.250,80.056,51,2900,1000
1779895527028,67.000,68.000,96.033,69,2900,1000
1779895527541,67.000,67.750,104.088,79,2900,1000
1779895528054,66.000,67.625,110.089,86,2900,1000
1779895528566,67.000,67.500,114.060,90,2900,1000
1779895529080,66.000,67.500,115.077,91,2900,1000
1779895529594,67.000,67.500,117.033,93,2900,1000
1779895530107,67.000,67.500,118.039,94,2900,1000
1779895530621,66.000,68.500,119.007,95,2900,1000
1779895531134,68.000,69.125,119.040,95,2900,1000
1779895531647,67.000,68.750,118.072,94,2900,1000
1779895532161,67.000,68.500,119.025,95,2900,1000
1779895532673,67.000,68.375,119.049,96,2900,1000
1779895533185,67.000,68.250,119.072,96,2900,1000
1779895533697,68.000,68.125,118.084,95,2900,1000
1779895534210,67.000,68.125,119.027,95,2900,1000
1779895534723,68.000,68.250,119.063,96,2900,1000
1779895535235,68.000,68.250,119.080,96,2900,1000
1779895535746,66.000,68.375,118.088,94,2900,1000
1779895536260,68.000,68.375,119.044,95,2900,1000
1779895536790,69.000,68.500,119.066,96,2900,1000
1779895537302,69.000,68.500,119.081,96,2900,1000
