prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.051261,97,109.711876,12,78.212582,289
code_cpp,1.883512,192,109.128484,18,168.496728,702
explain_concept,2.307158,192,88.285604,20,173.894898,743
summarize,2.113198,192,97.241531,28,230.813618,759
qa_factual,2.117725,192,97.044539,31,253.429473,787
stepwise_math,2.004206,192,105.569622,40,237.421132,559
