prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.028508,97,107.830015,12,103.610838,289
code_cpp,1.919429,192,107.042624,18,166.753131,702
explain_concept,2.337917,192,86.942071,20,177.709853,743
summarize,2.143384,192,95.732237,28,231.843737,759
qa_factual,2.148700,192,95.570363,31,253.580806,787
stepwise_math,2.037294,192,103.677864,40,237.597415,559
