prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.047968,97,111.417029,12,73.735437,289
code_cpp,1.759389,192,117.627022,18,163.771848,702
explain_concept,2.471819,192,82.083238,20,173.397375,743
summarize,2.299479,192,89.124160,28,221.855984,759
qa_factual,2.224891,192,92.264798,31,245.328859,787
stepwise_math,2.054331,192,102.893780,40,233.470303,559
