prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.055323,97,109.781535,12,76.399058,289
code_cpp,1.887610,192,108.894466,18,167.438745,702
explain_concept,2.304629,192,88.274117,20,177.634092,743
summarize,2.118121,192,96.953342,28,232.457743,759
qa_factual,2.118689,192,96.996150,31,253.811263,787
stepwise_math,2.006602,192,105.436284,40,237.007543,559
