date,contributor,source,status,system,topology,workload,configuration,ping_rtt_avg_us,ping_rtt_note,tg128_tps,tg_delta_vs_stock_pct,stddev_low,stddev_high,recommendation,notes
2026-05-09,Fail-Safe,https://github.com/hogeheer499-commits/strix-halo-guide/issues/13#issuecomment-4414140002,community-reported,Corsair AI Workstation 300 ai-2 leader + ai-3 follower,USB4 thunderbolt-net mesh; MTU 1500,Qwen3-Coder-30B-A3B UD-Q4_K_XL Vulkan/RADV 2-node RPC llama-bench r20,stock defaults MTU 1500,,,73.89,-1.83,0.69,0.78,not-recommended,"Mean of two raw runs. MTU 1500 was slower than MTU 9000 in this RPC cell."
2026-05-09,Fail-Safe,https://github.com/hogeheer499-commits/strix-halo-guide/issues/13,community-reported,Corsair AI Workstation 300 ai-2 leader + ai-3 follower,USB4 thunderbolt-net mesh; MTU 9000,Qwen3-Coder-30B-A3B UD-Q4_K_XL Vulkan/RADV 2-node RPC llama-bench r20,stock defaults MTU 9000,650,"reported as about 600-700 us",75.27,0.0,0.27,0.46,baseline,"Mean of imported issue #12 run and issue #13 MTU9000 rerun. Keep MTU 9000 as the practical default."
2026-05-09,Fail-Safe,https://github.com/hogeheer499-commits/strix-halo-guide/issues/13#issuecomment-4414140002,community-reported,Corsair AI Workstation 300 ai-2 leader + ai-3 follower,USB4 thunderbolt-net mesh; MTU 65520,Qwen3-Coder-30B-A3B UD-Q4_K_XL Vulkan/RADV 2-node RPC llama-bench r20,stock defaults MTU 65520,,,74.65,-0.82,0.38,0.54,not-recommended,"Mean of two raw runs. Jumbo beyond 9000 did not improve this RPC cell."
2026-05-09,Fail-Safe,https://github.com/hogeheer499-commits/strix-halo-guide/issues/13,community-reported,Corsair AI Workstation 300 ai-2 leader + ai-3 follower,USB4 thunderbolt-net mesh; MTU 9000,Qwen3-Coder-30B-A3B UD-Q4_K_XL Vulkan/RADV 2-node RPC llama-bench r20,pm_qos_resume_latency_us=100,134,,76.79,2.0,0.13,0.17,recommended,"Simple sysfs write per CPU; most of the measured gain; revert with value 0. Later idle-power measurement showed about 1.5W extra per toggled box."
2026-05-09,Fail-Safe,https://github.com/hogeheer499-commits/strix-halo-guide/issues/13,community-reported,Corsair AI Workstation 300 ai-2 leader + ai-3 follower,USB4 thunderbolt-net mesh; MTU 9000,Qwen3-Coder-30B-A3B UD-Q4_K_XL Vulkan/RADV 2-node RPC llama-bench r20,pm_qos + patched thunderbolt throttle=64,103,,77.54,3.0,0.06,0.11,experimental,"Requires out-of-tree thunderbolt module patch on both ends of the link; small gain over pm_qos."
2026-05-09,Fail-Safe,https://github.com/hogeheer499-commits/strix-halo-guide/issues/13,community-reported,Corsair AI Workstation 300 ai-2 leader + ai-3 follower,USB4 thunderbolt-net mesh; MTU 9000,Qwen3-Coder-30B-A3B UD-Q4_K_XL Vulkan/RADV 2-node RPC llama-bench r20,pm_qos + patched thunderbolt throttle=0,103,,77.56,3.0,0.06,0.08,experimental-not-default,"Effectively tied with throttle=64 on this setup; throttle=0 has CPU-saturation risk reports on other hardware."
