# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:57:40Z	39000	16030000	2389	2200	manual
2	2026-07-18T18:57:42Z	39000	19022000	2225	2200	manual
4	2026-07-18T18:57:44Z	40000	19095000	2203	2200	manual
6	2026-07-18T18:57:46Z	41000	20064000	2200	2200	manual
8	2026-07-18T18:57:48Z	41000	20062000	2200	2200	manual
10	2026-07-18T18:57:50Z	41000	20077000	2200	2200	manual
12	2026-07-18T18:57:52Z	41000	20072000	2200	2200	manual
14	2026-07-18T18:57:54Z	42000	20083000	2200	2200	manual
16	2026-07-18T18:57:56Z	42000	20084000	2200	2200	manual
18	2026-07-18T18:57:58Z	42000	20078000	2200	2200	manual
20	2026-07-18T18:58:00Z	43000	20085000	2200	2200	manual
22	2026-07-18T18:58:02Z	42000	20077000	2200	2200	manual
24	2026-07-18T18:58:04Z	42000	20093000	2200	2200	manual
26	2026-07-18T18:58:06Z	42000	20093000	2200	2200	manual
28	2026-07-18T18:58:08Z	43000	20091000	2200	2200	manual
30	2026-07-18T18:58:10Z	44000	20089000	2200	2200	manual
32	2026-07-18T18:58:12Z	43000	20084000	2200	2200	manual
34	2026-07-18T18:58:14Z	44000	20083000	2200	2200	manual
36	2026-07-18T18:58:16Z	44000	20079000	2200	2200	manual
38	2026-07-18T18:58:18Z	43000	20030000	2200	2200	manual
40	2026-07-18T18:58:20Z	57000	67027000	2200	2200	manual
42	2026-07-18T18:58:22Z	58000	78024000	2200	2200	manual
44	2026-07-18T18:58:24Z	62000	81003000	2200	2200	manual
46	2026-07-18T18:58:26Z	63000	85034000	2200	2200	manual
48	2026-07-18T18:58:28Z	62000	81080000	2200	2200	manual
50	2026-07-18T18:58:30Z	62000	81020000	2200	2200	manual
52	2026-07-18T18:58:32Z	65000	81091000	2200	2200	manual
54	2026-07-18T18:58:34Z	63000	81084000	2200	2200	manual
56	2026-07-18T18:58:36Z	63000	80027000	2200	2200	manual
58	2026-07-18T18:58:38Z	64000	81045000	2200	2200	manual
60	2026-07-18T18:58:40Z	64000	81023000	2200	2200	manual
62	2026-07-18T18:58:42Z	64000	80066000	2200	2200	manual
64	2026-07-18T18:58:44Z	64000	80028000	2200	2200	manual
66	2026-07-18T18:58:46Z	63000	79096000	2200	2200	manual
68	2026-07-18T18:58:48Z	64000	83090000	2200	2200	manual
70	2026-07-18T18:58:50Z	63000	81054000	2200	2200	manual
72	2026-07-18T18:58:52Z	63000	80059000	2200	2200	manual
74	2026-07-18T18:58:54Z	63000	80055000	2200	2200	manual
76	2026-07-18T18:58:56Z	62000	80051000	2200	2200	manual
78	2026-07-18T18:58:58Z	63000	79099000	2200	2200	manual
80	2026-07-18T18:59:00Z	62000	80003000	2200	2200	manual
82	2026-07-18T18:59:02Z	61000	79086000	2200	2200	manual
84	2026-07-18T18:59:04Z	63000	82047000	2200	2200	manual
86	2026-07-18T18:59:06Z	61000	80060000	2200	2200	manual
88	2026-07-18T18:59:08Z	62000	80033000	2200	2200	manual
90	2026-07-18T18:59:10Z	62000	79080000	2200	2200	manual
92	2026-07-18T18:59:12Z	62000	80012000	2200	2200	manual
94	2026-07-18T18:59:15Z	62000	81070000	2200	2200	manual
97	2026-07-18T18:59:17Z	62000	80010000	2200	2200	manual
99	2026-07-18T18:59:19Z	61000	80039000	2200	2200	manual
101	2026-07-18T18:59:21Z	61000	79075000	2200	2200	manual
103	2026-07-18T18:59:23Z	61000	79081000	2200	2200	manual
105	2026-07-18T18:59:25Z	61000	79062000	2200	2200	manual
107	2026-07-18T18:59:27Z	62000	81057000	2200	2200	manual
109	2026-07-18T18:59:29Z	63000	82035000	2200	2200	manual
111	2026-07-18T18:59:31Z	61000	80015000	2200	2200	manual
113	2026-07-18T18:59:33Z	60000	79075000	2200	2200	manual
115	2026-07-18T18:59:35Z	60000	80044000	2200	2200	manual
117	2026-07-18T18:59:37Z	61000	80024000	2200	2200	manual
119	2026-07-18T18:59:39Z	61000	80073000	2200	2200	manual
121	2026-07-18T18:59:41Z	60000	79086000	2200	2200	manual
123	2026-07-18T18:59:43Z	61000	80011000	2200	2200	manual
125	2026-07-18T18:59:45Z	61000	80049000	2200	2200	manual
127	2026-07-18T18:59:47Z	61000	79084000	2200	2200	manual
129	2026-07-18T18:59:49Z	61000	80058000	2200	2200	manual
