prompt_id,wall_s,prompt_tokens,predicted_n,prompt_per_second,predicted_per_second,draft_n,draft_n_accepted,acceptance,content_chars
code_python,1.7261233099998208,13,192,146.05100550499944,118.37909425195511,161,137,0.8509316770186336,897
code_cpp,1.7091224750001857,19,192,208.15530576918863,118.77116384605773,159,137,0.8616352201257862,756
explain_concept,2.303296139998565,19,192,213.2004757736933,86.7607991211854,225,115,0.5111111111111111,860
summarize,2.193077699999776,30,192,293.99370853463734,91.88036028586276,212,120,0.5660377358490566,776
qa_factual,2.271313489000022,31,192,305.05805943711863,88.54475314691281,222,116,0.5225225225225225,623
stepwise_math,1.9061793439996109,41,192,218.1976871045167,111.82405416943558,171,133,0.7777777777777778,582
