# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:46:28Z	39000	13034000	2200	2200	manual
1	2026-07-18T18:46:29Z	39000	17025000	2200	2200	manual
2	2026-07-18T18:46:30Z	40000	18090000	2200	2200	manual
3	2026-07-18T18:46:31Z	40000	19048000	2200	2200	manual
4	2026-07-18T18:46:32Z	40000	18061000	2200	2200	manual
5	2026-07-18T18:46:33Z	40000	19042000	2200	2200	manual
6	2026-07-18T18:46:34Z	41000	20043000	2200	2200	manual
7	2026-07-18T18:46:35Z	41000	20015000	2200	2200	manual
8	2026-07-18T18:46:36Z	41000	19099000	2200	2200	manual
9	2026-07-18T18:46:37Z	41000	19099000	2200	2200	manual
10	2026-07-18T18:46:38Z	41000	19094000	2200	2200	manual
11	2026-07-18T18:46:39Z	41000	19090000	2200	2200	manual
12	2026-07-18T18:46:40Z	41000	19087000	2200	2200	manual
13	2026-07-18T18:46:41Z	41000	19096000	2200	2200	manual
14	2026-07-18T18:46:42Z	41000	20019000	2200	2200	manual
15	2026-07-18T18:46:43Z	41000	20040000	2200	2200	manual
16	2026-07-18T18:46:44Z	42000	20061000	2200	2200	manual
17	2026-07-18T18:46:45Z	41000	20034000	2200	2200	manual
18	2026-07-18T18:46:46Z	42000	20012000	2200	2200	manual
19	2026-07-18T18:46:47Z	41000	20027000	2200	2200	manual
20	2026-07-18T18:46:48Z	42000	20006000	2200	2200	manual
21	2026-07-18T18:46:49Z	42000	20028000	2200	2200	manual
22	2026-07-18T18:46:51Z	42000	20012000	2200	2200	manual
24	2026-07-18T18:46:52Z	42000	20006000	2200	2200	manual
25	2026-07-18T18:46:53Z	42000	19086000	2200	2200	manual
26	2026-07-18T18:46:54Z	42000	20000000	2200	2200	manual
27	2026-07-18T18:46:55Z	42000	20023000	2200	2200	manual
28	2026-07-18T18:46:56Z	42000	20014000	2200	2200	manual
29	2026-07-18T18:46:57Z	42000	20000000	2200	2200	manual
30	2026-07-18T18:46:58Z	42000	20006000	2200	2200	manual
31	2026-07-18T18:46:59Z	43000	20004000	2200	2200	manual
32	2026-07-18T18:47:00Z	43000	20008000	2200	2200	manual
33	2026-07-18T18:47:01Z	43000	20011000	2200	2200	manual
34	2026-07-18T18:47:02Z	43000	20007000	2200	2200	manual
35	2026-07-18T18:47:03Z	43000	19088000	2200	2200	manual
36	2026-07-18T18:47:04Z	43000	19096000	2200	2200	manual
37	2026-07-18T18:47:05Z	43000	19094000	2200	2200	manual
38	2026-07-18T18:47:06Z	43000	20001000	2200	2200	manual
39	2026-07-18T18:47:07Z	43000	20005000	2200	2200	manual
40	2026-07-18T18:47:08Z	57000	40090000	2200	2200	manual
41	2026-07-18T18:47:09Z	60000	67067000	2200	2200	manual
