prompt_id,wall_s,prompt_tokens,predicted_n,prompt_per_second,predicted_per_second,draft_n,draft_n_accepted,acceptance,content_chars
code_python,1.6111398089997238,13,192,160.16164005519414,126.55416089647804,161,137,0.8509316770186336,897
code_cpp,1.5953916920116171,19,192,219.7293859141899,127.33007403713263,159,137,0.8616352201257862,756
explain_concept,2.1375791750033386,19,192,225.11848341232223,93.56501720962804,225,115,0.5111111111111111,860
summarize,2.0512973869917914,30,192,306.21306304926964,98.35067959295112,212,120,0.5660377358490566,776
qa_factual,2.1239281949965516,31,192,320.71177322573976,94.76661253782027,222,116,0.5225225225225225,623
stepwise_math,1.7556539329962106,41,192,278.8072489884737,119.45558118873237,171,133,0.7777777777777778,582
