mode,draft_n_max,ubatch,poll,prompts,mean_predicted_per_second,min_predicted_per_second,max_predicted_per_second,mean_prompt_per_second,mean_acceptance,total_predicted_tokens
mtp_repeat_best,3,512,50,6,110.00368757712374,93.56501720962804,127.33007403713263,251.79026577419822,0.681669340734148,1152
