# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:51:55Z	38000	13056000	2500	2500	manual
1	2026-07-18T18:51:56Z	39000	17039000	2500	2500	manual
2	2026-07-18T18:51:57Z	39000	18094000	2500	2500	manual
3	2026-07-18T18:51:58Z	39000	19049000	2500	2500	manual
4	2026-07-18T18:51:59Z	38000	19007000	2500	2500	manual
5	2026-07-18T18:52:00Z	39000	18026000	2500	2500	manual
6	2026-07-18T18:52:01Z	39000	17024000	2500	2500	manual
7	2026-07-18T18:52:02Z	40000	17021000	2500	2500	manual
8	2026-07-18T18:52:03Z	39000	17004000	2500	2500	manual
9	2026-07-18T18:52:04Z	40000	16093000	2500	2500	manual
10	2026-07-18T18:52:05Z	39000	17001000	2500	2500	manual
11	2026-07-18T18:52:06Z	39000	17010000	2500	2500	manual
12	2026-07-18T18:52:07Z	40000	17016000	2500	2500	manual
13	2026-07-18T18:52:08Z	39000	17020000	2500	2500	manual
14	2026-07-18T18:52:09Z	39000	17015000	2500	2500	manual
15	2026-07-18T18:52:10Z	40000	17014000	2500	2500	manual
16	2026-07-18T18:52:11Z	40000	17010000	2500	2500	manual
17	2026-07-18T18:52:12Z	40000	17016000	2500	2500	manual
18	2026-07-18T18:52:13Z	40000	17014000	2500	2500	manual
19	2026-07-18T18:52:14Z	40000	17017000	2500	2500	manual
20	2026-07-18T18:52:15Z	41000	17019000	2500	2500	manual
21	2026-07-18T18:52:16Z	40000	17030000	2500	2500	manual
22	2026-07-18T18:52:17Z	41000	17040000	2500	2500	manual
23	2026-07-18T18:52:18Z	41000	18015000	2500	2500	manual
24	2026-07-18T18:52:19Z	41000	18065000	2500	2500	manual
25	2026-07-18T18:52:20Z	42000	20086000	2500	2500	manual
26	2026-07-18T18:52:21Z	42000	21053000	2500	2500	manual
27	2026-07-18T18:52:22Z	42000	21069000	2500	2500	manual
28	2026-07-18T18:52:23Z	42000	21059000	2500	2500	manual
29	2026-07-18T18:52:24Z	42000	21057000	2500	2500	manual
30	2026-07-18T18:52:25Z	42000	21060000	2500	2500	manual
31	2026-07-18T18:52:26Z	43000	22017000	2500	2500	manual
32	2026-07-18T18:52:27Z	42000	21092000	2500	2500	manual
33	2026-07-18T18:52:28Z	42000	21083000	2500	2500	manual
34	2026-07-18T18:52:29Z	43000	21075000	2500	2500	manual
35	2026-07-18T18:52:30Z	43000	21096000	2500	2500	manual
36	2026-07-18T18:52:32Z	43000	21091000	2500	2500	manual
38	2026-07-18T18:52:33Z	43000	21081000	2500	2500	manual
39	2026-07-18T18:52:34Z	43000	21066000	2500	2500	manual
40	2026-07-18T18:52:35Z	43000	21079000	2500	2500	manual
41	2026-07-18T18:52:36Z	43000	21068000	2500	2500	manual
42	2026-07-18T18:52:37Z	43000	21078000	2500	2500	manual
43	2026-07-18T18:52:38Z	43000	21088000	2500	2500	manual
44	2026-07-18T18:52:39Z	43000	21099000	2500	2500	manual
45	2026-07-18T18:52:40Z	44000	21071000	2500	2500	manual
46	2026-07-18T18:52:41Z	44000	21085000	2500	2500	manual
47	2026-07-18T18:52:42Z	44000	22000000	2500	2500	manual
48	2026-07-18T18:52:43Z	44000	22004000	2500	2500	manual
49	2026-07-18T18:52:44Z	45000	22006000	2500	2500	manual
50	2026-07-18T18:52:45Z	44000	22003000	2500	2500	manual
51	2026-07-18T18:52:46Z	44000	22001000	2500	2500	manual
52	2026-07-18T18:52:47Z	44000	22001000	2500	2500	manual
53	2026-07-18T18:52:48Z	44000	22005000	2500	2500	manual
54	2026-07-18T18:52:49Z	43000	18095000	2500	2500	manual
55	2026-07-18T18:52:50Z	68000	50037000	2500	2500	manual
56	2026-07-18T18:52:51Z	70000	85096000	2500	2500	manual
57	2026-07-18T18:52:52Z	73000	99031000	2500	2500	manual
58	2026-07-18T18:52:53Z	74000	104021000	2500	2500	manual
59	2026-07-18T18:52:54Z	74000	104066000	2500	2500	manual
60	2026-07-18T18:52:55Z	76000	106057000	2500	2500	manual
61	2026-07-18T18:52:56Z	76000	107038000	2500	2500	manual
62	2026-07-18T18:52:57Z	77000	107090000	2500	2500	manual
63	2026-07-18T18:52:58Z	79000	108008000	2500	2500	manual
64	2026-07-18T18:52:59Z	78000	108083000	2500	2500	manual
65	2026-07-18T18:53:00Z	78000	108079000	2500	2500	manual
66	2026-07-18T18:53:01Z	78000	109024000	2500	2500	manual
